date,portfolio_value,total_exposure,cash,num_positions,returns,cumulative_returns
2010-03-10,871723.5284119844,23589184.58223343,-22717461.053821445,4,-0.12113325959916632,-0.12827647158801558
2010-03-11,831260.36888659,23260008.63313675,-22428748.26425016,3,-0.0464174227339097,-0.16873963111340995
2010-03-12,861526.0875850916,23233973.532915115,-22372447.445330024,3,0.03640943299033994,-0.13847391241490836
2010-03-15,914180.3435623646,22834724.93290901,-21920544.589346647,2,0.06111742492309902,-0.08581965643763545
2010-03-16,923080.0620853901,22825825.214385986,-21902745.152300596,2,0.009735189107594744,-0.07691993791460994
2010-03-17,895605.3010761774,22853299.9753952,-21957694.67431902,2,-0.02976422321065275,-0.10439469892382258
2010-03-18,875470.4043805599,23213749.915361404,-22338279.510980844,3,-0.022481886464297385,-0.1245295956194401
2010-03-19,862821.2258756161,23222547.382116318,-22359726.1562407,3,-0.0144484364538785,-0.13717877412438395
2010-03-22,908496.7718064785,23178377.80714035,-22269881.03533387,3,0.05293743890515623,-0.09150322819352152
2010-03-23,899615.6499326229,23182307.1539402,-22282691.504007578,3,-0.009775622929508176,-0.10038435006737711
2010-03-24,482389.41623568535,23259374.976158142,-22776985.559922457,2,-0.4637827651488565,-0.5176105837643146
2010-03-25,357558.50631893036,23716849.47609901,-23359290.96978008,3,-0.2587762204462737,-0.6424414936810696
2010-03-26,360955.7649701869,23383315.95063209,-23022360.185661905,2,0.009501266481481307,-0.6390442350298131
2010-03-29,366444.75670755265,23377826.958894726,-23011382.202187173,2,0.01520682662547057,-0.6335552432924474
2010-03-30,284513.2224947214,23795326.91836357,-23510813.69586885,3,-0.22358495438431958,-0.7154867775052787
2010-03-31,112437.9508882761,23971600.085496902,-23859162.134608626,3,-0.6048058859887886,-0.8875620491117239
2010-04-01,33623.42112958431,24436472.74374962,-24402849.322620034,4,-0.7009602108189057,-0.9663765788704157
2010-04-02,-140875.10711252684,24602924.406528473,-24743799.513641,4,-5.18979099627,-1.140875107112527
2010-04-05,-86998.26008379104,24552652.746438976,-24639651.006522767,4,-0.38244405369431644,-1.086998260083791
2010-04-06,44396.632847189845,24415546.119213104,-24371149.486365914,4,-1.5103163305154599,-0.9556033671528101
2010-04-07,162737.9893630743,24293087.154626846,-24130349.165263772,4,2.665548014039877,-0.8372620106369257
2010-04-08,137054.49694096687,24321453.690528873,-24184399.193587907,4,-0.15782112414334082,-0.8629455030590332
2010-04-09,207495.9813922643,24262347.93663025,-24054851.955237985,4,0.5139669695160642,-0.7925040186077357
2010-04-12,204124.74268376827,24270674.169063568,-24066549.4263798,4,-0.01624724819187129,-0.7958752573162318
2010-04-13,205608.39169919485,24270008.65340233,-24064400.261703134,4,0.007268344816605987,-0.7943916083008051
2010-04-14,175429.44246232157,24307279.959321026,-24131850.516858704,4,-0.14677878168039504,-0.8245705575376785
2010-04-15,241813.623842597,24236464.1726017,-23994650.548759103,4,0.37840957850922496,-0.758186376157403
2010-04-16,457326.4061778783,24012377.26211548,-23555050.8559376,4,0.8912350715010349,-0.5426735938221217
2010-04-19,378264.4509643316,24089164.10803795,-23710899.657073617,4,-0.17287861392984016,-0.6217355490356684
2010-04-20,204047.94209897518,24262196.868658066,-24058148.92655909,4,-0.460568019070299,-0.7959520579010249
2010-04-21,233130.5831044877,24233331.12895489,-24000200.545850404,4,0.14252847005634472,-0.7668694168955124
2010-04-22,142498.33815991879,24315999.776124954,-24173501.437965035,4,-0.3887617134468716,-0.8575016618400813
2010-04-23,8201.30997597819,24456399.90270138,-24448198.592725404,4,-0.9424462763434176,-0.9917986900240218
2010-04-26,22977.942165732387,24446778.83386612,-24423800.891700387,4,1.8017404820736278,-0.9770220578342677
2010-04-27,196801.184353236,23921114.832162853,-23724313.647809617,3,7.564787174315844,-0.803198815646764
2010-04-28,-6883.115831017494,24122631.49023056,-24129514.606061578,3,-1.0349749715868735,-1.0068831158310174
2010-04-29,-14847.595068808818,24469724.62534904,-24484572.22041785,4,1.1571037642430575,-1.0148475950688087
2010-04-30,26856.0773313081,24172454.44655418,-24145598.369222872,3,-2.8087829851802857,-0.9731439226686919
2010-05-03,-192401.40525996685,24054231.55426979,-24246632.959529757,2,-8.164166340691551,-1.1924014052599667
2010-05-04,-199934.38927829266,24055697.441101074,-24255631.830379367,2,0.03915243762459775,-1.1999343892782925
2010-05-05,31567.815855141904,23822699.218988422,-23791131.40313328,2,-1.157890875947319,-0.9684321841448581
2010-05-06,761194.5093423163,371598.0052947998,389596.5040475165,1,23.112992575580094,-0.23880549065768375
2010-05-07,759172.9582101142,369576.45416259766,389596.5040475165,1,-0.002655761579190563,-0.2408270417898859
2010-05-10,761144.7990685736,371548.29502105707,389596.50404751656,1,0.0025973539193340223,-0.23885520093142643
2010-05-11,762619.4775849617,373022.9735374451,389596.50404751656,1,0.0019374480626979107,-0.23738052241503826
2010-05-12,760521.8709260261,370925.3668785095,389596.5040475166,1,-0.002750528567114774,-0.2394781290739738
2010-05-13,754944.0384656227,365347.5344181061,389596.5040475166,1,-0.007334217033905688,-0.24505596153437725
2010-05-14,753011.4907681978,0.0,753011.4907681978,0,-0.002559855564066238,-0.24698850923180216
2010-05-17,753011.4907681978,0.0,753011.4907681978,0,0.0,-0.24698850923180216
2010-05-18,753011.4907681978,0.0,753011.4907681978,0,0.0,-0.24698850923180216
2010-05-19,752975.4490166939,360417.515039444,392557.93397724984,1,-4.786348142860053e-05,-0.2470245509833061
2010-05-20,751268.8786298073,358710.9446525574,392557.9339772499,1,-0.0022664356309560763,-0.2487311213701927
2010-05-21,754582.9564839638,362025.0225067139,392557.93397724984,1,0.004411307254202912,-0.24541704351603622
2010-05-24,752783.283641938,360225.3496646881,392557.9339772499,1,-0.0023849900485580777,-0.24721671635806197
2010-05-25,752933.874776963,360375.9407997131,392557.93397724995,1,0.00020004580109223014,-0.24706612522303695
2010-05-26,752156.3321858682,359598.3982086182,392557.93397724995,1,-0.001032683768312559,-0.2478436678141318
2010-05-27,756570.2349454202,364012.3009681702,392557.93397724995,1,0.005868331583042785,-0.2434297650545798
2010-05-28,753881.827047471,361323.89307022095,392557.93397725,1,-0.003553414836817037,-0.24611817295252902
2010-05-31,755608.1265717782,363050.1925945282,392557.93397725,1,0.00228988080408854,-0.24439187342822177
2010-06-01,759197.7161079682,0.0,759197.7161079682,0,0.004750596784177219,-0.24080228389203173
2010-06-02,759197.7161079682,0.0,759197.7161079682,0,0.0,-0.24080228389203173
2010-06-03,759197.7161079682,0.0,759197.7161079682,0,0.0,-0.24080228389203173
2010-06-04,759197.7161079682,0.0,759197.7161079682,0,0.0,-0.24080228389203173
2010-06-07,759197.7161079682,0.0,759197.7161079682,0,0.0,-0.24080228389203173
2010-06-08,759161.5936368741,361224.7109413147,397936.8826955594,1,-4.757979420610958e-05,-0.24083840636312592
2010-06-09,761636.7063134946,363699.8236179352,397936.8826955594,1,0.00326032388541031,-0.23836329368650544
2010-06-10,765612.042969469,0.0,765612.042969469,0,0.00521946568885312,-0.23438795703053106
2010-06-11,765612.042969469,0.0,765612.042969469,0,0.0,-0.23438795703053106
2010-06-14,765612.042969469,0.0,765612.042969469,0,0.0,-0.23438795703053106
2010-06-15,765612.042969469,0.0,765612.042969469,0,0.0,-0.23438795703053106
2010-06-16,763327.1428763904,22849000.93078613,-22085673.78790974,1,-0.0029844098118108064,-0.23667285712360964
2010-06-17,902328.9891898634,22709999.084472656,-21807670.095282793,1,0.18209996540891038,-0.09767101081013652
2010-06-18,937297.8542119232,22984823.137521747,-22047525.283309825,2,0.03875400817328911,-0.06270214578807676
2010-06-21,861597.6484596697,23312476.426362995,-22450878.777903326,3,-0.08076430070983365,-0.13840235154033032
2010-06-22,973123.8694965843,23198901.71289444,-22225777.843397856,3,0.12944118549568562,-0.02687613050341575
2010-06-23,1128998.3006298547,23045227.52761841,-21916229.226988554,3,0.16017943451937655,0.12899830062985473
2010-06-24,1198547.307094932,23349862.12849617,-22151314.82140124,4,0.0616024013732146,0.19854730709493196
2010-06-25,1324732.9030841594,23232249.826192856,-21907516.923108697,4,0.10528211547617516,0.32473290308415925
2010-06-28,1281955.841621757,23271773.785352707,-21989817.94373095,4,-0.03229108400856617,0.2819558416217569
2010-06-29,1440203.1038612132,23106720.328330994,-21666517.22446978,4,0.1234420540096477,0.4402031038612131
2010-06-30,1491116.0689949994,22786858.9758873,-21295742.9068923,3,0.03535123969479548,0.4911160689949994
2010-07-01,1711062.8085136418,22856501.281261444,-21145438.472747803,4,0.14750477450550492,0.7110628085136419
2010-07-02,1665250.320911408,22907449.96070862,-21242199.63979721,4,-0.02677428752135058,0.665250320911408
2010-07-05,1703151.0369777684,22864200.26421547,-21161049.2272377,4,0.022759771062897727,0.7031510369777685
2010-07-06,1744649.3105888371,22827650.18939972,-21083000.878810883,4,0.024365586322107502,0.7446493105888372
2010-07-07,1697214.3249511723,22877263.66519928,-21180049.340248108,4,-0.02718883694835783,0.6972143249511724
2010-07-08,1516850.3718376164,23059501.40953064,-21542651.037693024,4,-0.10627058142391343,0.5168503718376165
2010-07-09,1475849.3499755864,23093648.433685303,-21617799.083709717,4,-0.027030366754209667,0.4758493499755865
2010-07-12,1455427.2489547734,23109176.39732361,-21653749.148368835,4,-0.013837524149162506,0.4554272489547735
2010-07-13,1425550.271749497,23153649.121522903,-21728098.849773407,4,-0.020527977078024895,0.425550271749497
2010-07-14,1558403.74994278,23025926.291942596,-21467522.541999817,4,0.09319452342444556,0.5584037499427801
2010-07-15,1798657.794475556,22803825.199604034,-21005167.40512848,4,0.1541667520638328,0.798657794475556
2010-07-16,1985647.1316814427,22610195.130109787,-20624547.998428345,4,0.10396048530199065,0.9856471316814428
2010-07-19,1934250.8511543279,22657901.108264923,-20723650.257110596,4,-0.025883894326980683,0.9342508511543279
2010-07-20,1817009.7367763524,22775907.307863235,-20958897.571086884,4,-0.0606131900151462,0.8170097367763525
2010-07-21,1905508.8059902196,22675988.04831505,-20770479.24232483,4,0.04870588606249182,0.9055088059902197
2010-07-22,1848236.4611625676,22744420.94564438,-20896184.48448181,4,-0.030056195304691724,0.8482364611625677
2010-07-23,1753753.2346248631,22847750.75316429,-21093997.51853943,4,-0.05112074592353466,0.7537532346248632
2010-07-26,1888674.1595268254,22719673.931598663,-20830999.77207184,4,0.07693267344468935,0.8886741595268255
2010-07-27,1685572.107315064,22927272.260189056,-21241700.152873993,4,-0.10753684069180314,0.685572107315064
2010-07-28,1776084.9194526677,22837130.844593048,-21061045.92514038,4,0.053698570203431384,0.7760849194526678
2010-07-29,1971660.3057384496,22646758.82458687,-20675098.51884842,4,0.11011601086396916,0.9716603057384496
2010-07-30,2034775.1276493077,22585475.53420067,-20550700.40655136,4,0.03201100195970108,1.0347751276493078
2010-08-02,2005396.8923091893,22631795.912981033,-20626399.020671844,4,-0.014438074724285599,1.0053968923091894
2010-08-03,2212260.5042457585,22430189.073085785,-20217928.568840027,4,0.10315345193258385,1.2122605042457586
2010-08-04,2212275.4948139195,22430174.082517624,-20217898.587703705,4,6.776131532548746e-06,1.2122754948139196
2010-08-05,2080700.1190185552,22555700.838565826,-20475000.71954727,4,-0.05947513142183569,1.0807001190185552
2010-08-06,2198269.178152085,22439268.49961281,-20240999.321460724,4,0.056504566928647915,1.198269178152085
2010-08-09,2322450.2699375157,22324635.356664658,-20002185.086727142,4,0.05649039390609123,1.3224502699375158
2010-08-10,2181301.3749122624,22459402.14395523,-20278100.76904297,4,-0.06077585249179562,1.1813013749122625
2010-08-11,2312372.435808182,22323671.966791153,-20011299.53098297,4,0.06008846938960555,1.3123724358081823
2010-08-12,2340923.418283463,22266821.175813675,-19925897.757530212,4,0.012347051899233463,1.340923418283463
2010-08-13,2115442.0571327214,22489340.007305145,-20373897.950172424,4,-0.09632154533106474,1.1154420571327215
2010-08-16,2098002.483129502,22504596.38237953,-20406593.89925003,4,-0.008243938397848316,1.0980024831295019
2010-08-17,2307730.8433055882,22299069.672822952,-19991338.829517365,4,0.09996573496102035,1.3077308433055883
2010-08-18,2238502.52199173,22368297.338485718,-20129794.816493988,4,-0.029998438299110974,1.2385025219917303
2010-08-19,2278414.3285751347,22328254.759311676,-20049840.43073654,4,0.017829690246626395,1.2784143285751348
2010-08-20,2297652.502536774,22305502.593517303,-20007850.09098053,4,0.00844366791428608,1.2976525025367742
2010-08-23,2238104.48217392,22358552.4559021,-20120447.97372818,4,-0.025916895743420154,1.2381044821739202
2010-08-24,2338704.2181491856,22251757.830381393,-19913053.61223221,4,0.04494863254889281,1.3387042181491857
2010-08-25,2575500.269412995,22010595.202445984,-19435094.93303299,4,0.10125096171896675,1.575500269412995
2010-08-26,2451411.5350246434,22139299.780130386,-19687888.245105743,4,-0.048180439296414246,1.4514115350246435
2010-08-27,2538590.0335311894,22056634.604930878,-19518044.57139969,4,0.035562571710616275,1.5385900335311895
2010-08-30,2253657.0327281957,22344640.94042778,-20090983.907699585,4,-0.1122406521098055,1.2536570327281957
2010-08-31,2489201.6844749455,22101294.75593567,-19612093.071460724,4,0.10451663599478933,1.4892016844749456
2010-09-01,2583753.3669471745,22002007.246017456,-19418253.879070282,4,0.037984741478339856,1.5837533669471746
2010-09-02,2525676.92565918,22070774.972438812,-19545098.046779633,4,-0.022477548372433986,1.5256769256591802
2010-09-03,2563818.891525269,22031178.1167984,-19467359.225273132,4,0.015101680455877897,1.563818891525269
2010-09-06,2525252.0935535436,22075851.47023201,-19550599.376678467,4,-0.015042715419255392,1.5252520935535436
2010-09-07,2601584.960699082,21995485.51440239,-19393900.553703308,4,0.030227820557163554,1.601584960699082
2010-09-08,2689592.4704074864,21895642.787218094,-19206050.316810608,4,0.03382842038138012,1.6895924704074865
2010-09-09,2642299.790859223,21951897.44234085,-19309597.65148163,4,-0.017583585643031863,1.642299790859223
2010-09-10,2646025.796413422,21943825.18529892,-19297799.388885498,4,0.0014101373232093817,1.6460257964134222
2010-09-13,2551323.1055736546,22036971.896886826,-19485648.79131317,4,-0.03579053952086675,1.5513231055736547
2010-09-14,2714077.1644115453,21884826.27272606,-19170749.108314514,4,0.0637920216699861,1.7140771644115453
2010-09-15,2878319.5810318,21731867.07496643,-18853547.49393463,4,0.06051501363848111,1.8783195810317999
2010-09-16,2216686.793804169,972527.7423858643,1244159.051418305,3,-0.2298677296252326,1.2166867938041692
2010-09-17,2217813.3513927464,974154.3233394623,1243659.0280532842,3,0.0005082168539669585,1.2178133513927465
2010-09-20,2215957.9482078557,975298.8815307617,1240659.066677094,3,-0.0008365912233893047,1.2159579482078557
2010-09-21,2214688.3394718175,972829.3120861053,1241859.0273857121,3,-0.0005729390023240244,1.2146883394718175
2010-09-22,2222082.0572376256,978373.0208873749,1243709.0363502507,3,0.0033384913055403143,1.2220820572376256
2010-09-23,2225051.2531161313,648750.6031990051,1576300.6499171262,2,0.0013362224265456302,1.2250512531161313
2010-09-24,2222827.0337551837,22110951.125621796,-19888124.091866612,4,-0.0009996261244915594,1.2228270337551836
2010-09-27,2281511.2723141913,21730861.753225327,-19449350.480911136,3,0.02640072199404031,1.2815112723141913
2010-09-28,2289787.188008428,22057477.414608,-19767690.226599574,4,0.0036273832150923724,1.289787188008428
2010-09-29,2388652.1009951835,21964855.7305336,-19576203.629538417,4,0.04317646351788018,1.3886521009951833
2010-09-30,2420957.1628123526,21935046.076774597,-19514088.913962245,4,0.013524389677219917,1.4209571628123525
2010-10-01,2468053.6238700156,21883692.9500103,-19415639.326140285,4,0.019453653200105503,1.4680536238700155
2010-10-04,2536425.584557653,21483775.824308395,-18947350.239750743,3,0.027702785720039147,1.5364255845576529
2010-10-05,2493355.743116141,21868876.546621323,-19375520.803505182,4,-0.016980526337429858,1.4933557431161408
2010-10-06,2578996.9484269624,21794584.780931473,-19215587.83250451,4,0.03434776828267161,1.5789969484269624
2010-10-07,2637412.0037019257,21739150.07710457,-19101738.073402643,4,0.022650300269100088,1.6374120037019257
2010-10-08,2783065.042918921,21594650.268554688,-18811585.225635767,4,0.05522574365042465,1.783065042918921
2010-10-11,2928033.8804185395,21455595.34430504,-18527561.4638865,4,0.052089633287037085,1.9280338804185395
2010-10-12,2856168.1429803376,21519803.196191788,-18663635.05321145,4,-0.024544025230995414,1.8561681429803376
2010-10-13,2932937.2267186646,21440773.248672485,-18507836.02195382,4,0.026878348855967626,1.9329372267186646
2010-10-14,2933847.717469931,21447082.608938217,-18513234.891468287,4,0.0003104364945052396,1.9338477174699311
2010-10-15,3020698.6288487916,21370535.850524902,-18349837.22167611,4,0.029603074100164273,2.0206986288487916
2010-10-18,3038173.071569205,21346308.85720253,-18308135.785633326,4,0.005784901066768322,2.038173071569205
2010-10-19,3079278.3121526246,21299528.95641327,-18220250.644260645,4,0.013529591506183936,2.0792783121526246
2010-10-20,2979616.395658255,21379802.91247368,-18400186.516815424,4,-0.03236534875754671,1.979616395658255
2010-10-21,3113194.904750586,21264531.672000885,-18151336.7672503,4,0.04483077395028934,2.113194904750586
2010-10-22,3046558.1635892396,21322196.304798126,-18275638.141208887,4,-0.02140461590106746,2.0465581635892396
2010-10-25,3043963.3945882325,21324499.07064438,-18280535.676056147,4,-0.0008517050591774211,2.0439633945882325
2010-10-26,3167679.9575746064,21202565.044164658,-18034885.08659005,4,0.04064324926059415,2.1676799575746064
2010-10-27,3039773.2476651673,21332758.843898773,-18292985.596233606,4,-0.04037867196892364,2.0397732476651673
2010-10-28,2949358.2765519624,21415565.341711044,-18466207.065159082,4,-0.02974398540504697,1.9493582765519624
2010-10-29,2949358.2765519624,21415565.341711044,-18466207.065159082,4,0.0,1.9493582765519624
2010-11-01,3281830.9790045028,20757224.947214127,-17475393.968209624,3,0.11272713291422432,2.2818309790045026
2010-11-02,3245227.438822389,20794421.315193176,-17549193.876370788,3,-0.011153389804741454,2.245227438822389
2010-11-03,3218228.2504260545,21170909.643173218,-17952681.392747164,4,-0.008319659840584803,2.2182282504260544
2010-11-04,3126973.420065642,21270456.671714783,-18143483.25164914,4,-0.028355611615904386,2.126973420065642
2010-11-05,3203711.300772429,21207208.514213562,-18003497.213441133,4,0.024540624558675006,2.203711300772429
2010-11-08,3107901.945394278,21292083.397507668,-18184181.45211339,4,-0.029905739432592116,2.107901945394278
2010-11-09,3111757.5025826697,20926481.4555645,-17814723.95298183,3,0.0012405659046308415,2.1117575025826696
2010-11-10,2984949.1870671515,21047475.039958954,-18062525.852891803,3,-0.04075134884716147,1.9849491870671514
2010-11-11,2834430.382278562,21204107.373952866,-18369676.991674304,3,-0.05042591861889656,1.834430382278562
2010-11-12,2781514.660146833,21256192.26694107,-18474677.606794238,3,-0.018668908738266765,1.7815146601468328
2010-11-15,2765549.7050553565,21273326.128721237,-18507776.42366588,3,-0.005739662393378753,1.7655497050553564
2010-11-16,2590576.694038511,21444003.731012344,-18853427.036973834,3,-0.06326879994129175,1.5905766940385107
2010-11-17,2529119.606378675,21834891.349077225,-19305771.74269855,4,-0.02372332299648261,1.529119606378675
2010-11-18,2601227.9049187903,21767650.24662018,-19166422.34170139,4,0.028511225154497,1.6012279049187903
2010-11-19,2498246.6458082204,21540872.246026993,-19042625.600218773,3,-0.03958947961300796,1.4982466458082202
2010-11-22,2511383.539319039,21525358.974933624,-19013975.435614586,3,0.005258445371220999,1.5113835393190387
2010-11-23,2557876.503348351,21475982.0997715,-18918105.59642315,3,0.018512888733004385,1.5578765033483508
2010-11-24,2559026.336550713,21467750.042676926,-18908723.706126213,3,0.0004495264727819581,1.5590263365507129
2010-11-25,2498877.0841360097,21527150.54154396,-19028273.45740795,3,-0.023504741454039912,1.4988770841360095
2010-11-26,2470842.9633378987,21553666.710853577,-19082823.74751568,3,-0.01121868737605547,1.4708429633378985
2010-11-29,2332329.5770883565,21683703.541755676,-19351373.96466732,3,-0.05605916211786377,1.3323295770883563
2010-11-30,2307105.725884438,21707229.733467102,-19400124.007582664,3,-0.010814874300658417,1.3071057258844379
2010-12-01,2449851.488947869,21565077.33464241,-19115225.845694542,3,0.06187222434667938,1.4498514889478686
2010-12-02,2341525.918209553,22003607.124090195,-19662081.205880642,4,-0.04421719897186005,1.3415259182095531
2010-12-03,2440465.9926533704,21908246.904611588,-19467780.911958218,4,0.042254528841376926,1.4404659926533703
2010-12-06,2692275.4283308988,21339854.62784767,-18647579.199516773,3,0.1031808828459646,1.6922754283308987
2010-12-07,2717553.1025290494,21311616.986989975,-18594063.884460926,3,0.009388962931560663,1.7175531025290494
2010-12-08,2515117.132222653,21516280.084848404,-19001162.95262575,3,-0.07449200169005066,1.5151171322226529
2010-12-09,2360999.071156979,21672563.10582161,-19311564.03466463,3,-0.06127669327649843,1.360999071156979
2010-12-10,2431537.4429583554,21600953.221321106,-19169415.77836275,3,0.029876492821663714,1.4315374429583554
2010-12-13,2392878.196507693,21970704.25748825,-19577826.06098056,4,-0.015899095678176156,1.3928781965076928
2010-12-14,2533300.2815842633,21508424.073457718,-18975123.791873455,3,0.058683340122163585,1.5333002815842631
2010-12-15,2443695.2183842664,21593128.204345703,-19149432.985961437,3,-0.03537088115900744,1.4436952183842662
2010-12-16,2319423.4381318097,21707244.604825974,-19387821.166694164,3,-0.0508540424016638,1.3194234381318095
2010-12-17,2375513.9823764567,21985719.829797745,-19610205.84742129,4,0.02418296863026681,1.3755139823764568
2010-12-20,2378995.40027082,21972500.801086426,-19593505.400815606,4,0.0014655430025634075,1.3789954002708202
2010-12-21,2436050.426563621,21912856.608629227,-19476806.182065606,4,0.023982823290161104,1.4360504265636211
2010-12-22,2429621.0225433116,21915775.83551407,-19486154.812970757,4,-0.0026392737811175015,1.4296210225433117
2010-12-23,2487458.5088104014,21856111.645698547,-19368653.136888146,4,0.023805147276239058,1.4874585088104015
2010-12-24,2624585.252603889,21721687.91294098,-19097102.66033709,4,0.05512724867884011,1.624585252603889
2010-12-27,2647684.585651756,21694588.273763657,-19046903.6881119,4,0.008801136493832518,1.647684585651756
2010-12-28,2701961.8864864116,21647221.833467484,-18945259.946981072,4,0.02049991193391909,1.7019618864864117
2010-12-29,2789123.9341109996,21550574.66030121,-18761450.72619021,4,0.032258799822647344,1.7891239341109997
2010-12-30,2981308.9336961512,21372611.38856411,-18391302.45486796,4,0.06890514875826348,1.9813089336961514
2010-12-31,3016153.1831830745,21338359.19201374,-18322206.008830667,4,0.011687567528845255,2.0161531831830746
2011-01-03,3111929.2791694407,21252184.15260315,-18140254.87343371,4,0.03175438718443657,2.111929279169441
2011-01-04,2973162.349662185,21386760.756373405,-18413598.40671122,4,-0.04459192901205378,1.9731623496621853
2011-01-05,2881820.779642463,21481726.109981537,-18599905.330339074,4,-0.030722025667417885,1.8818207796424633
2011-01-06,2587942.641577125,21763098.47831726,-19175155.836740136,4,-0.10197654904195619,1.5879426415771252
2011-01-07,2553991.6123956447,21785147.473216057,-19231155.860820413,4,-0.013118926453791202,1.5539916123956448
2011-01-10,2623023.178777099,21716326.907277107,-19093303.72850001,4,0.027028893143741684,1.6230231787770992
2011-01-11,2705817.904672027,21639521.792531013,-18933703.887858987,4,0.03156461847719094,1.7058179046720272
2011-01-12,2550101.753672958,21797089.263796806,-19246987.51012385,4,-0.057548643879619665,1.550101753672958
2011-01-13,2625436.436733604,21736040.621995926,-19110604.185262322,4,0.029541834145300427,1.625436436733604
2011-01-14,2709740.7098621135,21667660.56418419,-18957919.854322076,4,0.03211057481680846,1.7097407098621136
2011-01-17,2680525.1057952647,21700149.953365326,-19019624.84757006,4,-0.010781697289529713,1.6805251057952648
