Date,EURUSD_signal,EURUSD_score,EURUSD_rate_diff,GBPUSD_signal,GBPUSD_score,GBPUSD_rate_diff,USDCAD_signal,USDCAD_score,USDCAD_rate_diff,USDJPY_signal,USDJPY_score,USDJPY_rate_diff
2010-02-08,1,0.010053141418615763,0.12,1,0.033407370360159,0.37,-1,-0.041126827218282605,-0.37,-1,-0.01545481252875241,-0.16999999999999998
2010-02-09,1,0.010370293277051482,0.12,1,0.03392814447253933,0.37,-1,-0.03992192044623923,-0.37,-1,-0.01628320680658799,-0.16999999999999998
2010-02-10,1,0.010220698854055611,0.12,1,0.03259857267431387,0.37,-1,-0.04025071359251518,-0.37,-1,-0.016179987501197597,-0.16999999999999998
2010-02-11,1,0.010125925267104902,0.12,1,0.032865519258380556,0.37,-1,-0.03984723184170999,-0.37,-1,-0.016203909562573074,-0.16999999999999998
2010-02-12,1,0.010235526773885801,0.12,1,0.03322107009985783,0.37,-1,-0.03929760462921745,-0.37,-1,-0.016566793412828445,-0.16999999999999998
2010-02-15,1,0.010143174755279174,0.12,0,0.03254408399632009,0.37,-1,-0.03959893395942084,-0.37,-1,-0.016648295969362868,-0.16999999999999998
2010-02-16,0,0.010748605635391005,0.12,0,0.0332744016747246,0.37,-1,-0.038285487953977716,-0.37,-1,-0.01648165016236202,-0.16999999999999998
2010-02-17,0,0.010758665058082994,0.12,0,0.03295768179190141,0.37,-1,-0.03713669128702491,-0.37,-1,-0.016939267653705566,-0.16999999999999998
2010-02-18,0,0.010460548321465608,0.12,0,0.03195972157639262,0.37,-1,-0.0369992744614671,-0.37,-1,-0.017895962253273934,-0.16999999999999998
2010-02-19,0,0.010712600074002362,0.12,1,0.032739064692644045,0.37,-1,-0.03512483838443018,-0.37,-1,-0.017979652897775426,-0.16999999999999998
2010-02-22,0,0.01067102187391675,0.12,1,0.032073675442517977,0.37,-1,-0.03548905026268448,-0.37,-1,-0.01747709054191515,-0.16999999999999998
2010-02-23,0,0.010640414996161605,0.12,1,0.03241066864322713,0.37,0,-0.036297691664778475,-0.37,-1,-0.017319943511163453,-0.16999999999999998
2010-02-24,1,0.01079246039980172,0.12,1,0.03206737500165165,0.37,0,-0.03590162437213175,-0.37,-1,-0.017205482412602377,-0.16999999999999998
2010-02-25,1,0.010920473253376937,0.12,1,0.03129262588749703,0.37,-1,-0.03650206665814457,-0.37,-1,-0.016733355069551464,-0.16999999999999998
2010-02-26,0,0.011405067584135266,0.12,1,0.03210371371066091,0.37,0,-0.0351301559749152,-0.37,-1,-0.016259511104220706,-0.16999999999999998
2010-03-01,0,0.008311664399796253,0.09,0,0.028349422661865898,0.33999999999999997,0,-0.03209918116233519,-0.33999999999999997,-1,-0.013273406961307034,-0.13999999999999999
2010-03-02,1,0.008331440300505378,0.09,0,0.028407108478033263,0.33999999999999997,0,-0.031868001124704524,-0.33999999999999997,-1,-0.013235130242641238,-0.13999999999999999
2010-03-03,1,0.008625486044961784,0.09,0,0.029118915764020543,0.33999999999999997,-1,-0.031197097932755886,-0.33999999999999997,-1,-0.012975750665278485,-0.13999999999999999
2010-03-04,1,0.008695757894425976,0.09,0,0.029520987712441656,0.33999999999999997,-1,-0.030265702323636304,-0.33999999999999997,-1,-0.01389565031240161,-0.13999999999999999
2010-03-05,1,0.008911340713574297,0.09,0,0.030698572466241303,0.33999999999999997,-1,-0.030151316628515733,-0.33999999999999997,0,-0.014482073728384143,-0.13999999999999999
2010-03-08,1,0.008937560914505484,0.09,0,0.030627223681197246,0.33999999999999997,-1,-0.029780444909151278,-0.33999999999999997,0,-0.014512368733379282,-0.13999999999999999
2010-03-09,1,0.008667484181019822,0.09,1,0.02981312433363668,0.33999999999999997,-1,-0.03028207930853166,-0.33999999999999997,-1,-0.014118771159135459,-0.13999999999999999
2010-03-10,1,0.00879483094228574,0.09,1,0.02999539454489285,0.33999999999999997,-1,-0.03059633649131693,-0.33999999999999997,-1,-0.014267140545401827,-0.13999999999999999
2010-03-11,1,0.009017945310919793,0.09,0,0.030086356300610736,0.33999999999999997,-1,-0.031459723566679546,-0.33999999999999997,-1,-0.014404920719349177,-0.13999999999999999
2010-03-12,1,0.009276312357689479,0.09,0,0.030969803553506075,0.33999999999999997,-1,-0.03101256723552552,-0.33999999999999997,-1,-0.014290207364793975,-0.13999999999999999
2010-03-15,0,0.009158947940616986,0.09,0,0.030187033455962242,0.33999999999999997,-1,-0.03112748707359697,-0.33999999999999997,-1,-0.014141866192700043,-0.13999999999999999
2010-03-16,0,0.009013816393744776,0.09,0,0.030568556740443852,0.33999999999999997,-1,-0.03112690923657522,-0.33999999999999997,-1,-0.014037486180634709,-0.13999999999999999
2010-03-17,0,0.00926733311843956,0.09,0,0.031708844382405045,0.33999999999999997,-1,-0.03059678126033859,-0.33999999999999997,-1,-0.013715371362660534,-0.13999999999999999
2010-03-18,1,0.009310976931213731,0.09,0,0.03293003843774666,0.33999999999999997,-1,-0.03054585831437745,-0.33999999999999997,-1,-0.01332890110700723,-0.13999999999999999
2010-03-19,1,0.008851678840536151,0.09,0,0.031155870276102345,0.33999999999999997,-1,-0.03180934086831034,-0.33999999999999997,-1,-0.013543029543519214,-0.13999999999999999
2010-03-22,1,0.008930354306685154,0.09,0,0.03158834264402375,0.33999999999999997,-1,-0.03155958222714893,-0.33999999999999997,-1,-0.013598861238207145,-0.13999999999999999
2010-03-23,1,0.008889261348989628,0.09,0,0.031290911423846206,0.33999999999999997,-1,-0.030384468125948864,-0.33999999999999997,-1,-0.014104575753753115,-0.13999999999999999
2010-03-24,0,0.008585686739989284,0.09,0,0.030705674234594776,0.33999999999999997,-1,-0.03122408014757757,-0.33999999999999997,-1,-0.014805035622381533,-0.13999999999999999
2010-03-25,1,0.008552311682181584,0.09,0,0.03141728621187229,0.33999999999999997,-1,-0.03052182439073151,-0.33999999999999997,-1,-0.015450163477185364,-0.13999999999999999
2010-03-26,0,0.008571175750377897,0.09,0,0.03179266379316066,0.33999999999999997,-1,-0.03158338842448291,-0.33999999999999997,-1,-0.015590457091266031,-0.13999999999999999
2010-03-29,0,0.008847308645858814,0.09,0,0.03407352699142868,0.33999999999999997,-1,-0.03204868508605032,-0.33999999999999997,-1,-0.015490166301439264,-0.13999999999999999
2010-03-30,1,0.008618952067990819,0.09,0,0.034365007215010755,0.33999999999999997,-1,-0.03247012455710624,-0.33999999999999997,-1,-0.01578092895754546,-0.13999999999999999
2010-03-31,1,0.008627101526755965,0.09,0,0.03459795620036227,0.33999999999999997,-1,-0.03240843776364787,-0.33999999999999997,-1,-0.016093256022261977,-0.13999999999999999
2010-04-01,1,0.005004634627707432,0.04999999999999999,1,0.03155306039783341,0.3,-1,-0.051374262206250285,-0.55,-1,-0.011423448411059847,-0.09999999999999998
2010-04-02,0,0.004867990389467488,0.04999999999999999,1,0.03050617375102166,0.3,-1,-0.052041442714861115,-0.55,-1,-0.01131316451804299,-0.09999999999999998
2010-04-05,0,0.0048636991269120945,0.04999999999999999,1,0.03155295558045269,0.3,-1,-0.05088633293075856,-0.55,-1,-0.011243260342171626,-0.09999999999999998
2010-04-06,0,0.004779066229949782,0.04999999999999999,1,0.03154643978841554,0.3,-1,-0.05089748538245816,-0.55,-1,-0.011183225620579594,-0.09999999999999998
2010-04-07,0,0.0046823465840836265,0.04999999999999999,1,0.03165049593471664,0.3,-1,-0.05164264489350775,-0.55,-1,-0.010906356403383693,-0.09999999999999998
2010-04-08,0,0.004651963745122929,0.04999999999999999,1,0.031289401408436265,0.3,-1,-0.05147935680935224,-0.55,-1,-0.010885099375963974,-0.09999999999999998
2010-04-09,0,0.004713287566238057,0.04999999999999999,1,0.03094662743221486,0.3,-1,-0.05233774823535045,-0.55,-1,-0.010841304785983132,-0.09999999999999998
2010-04-12,0,0.004916179638457804,0.04999999999999999,1,0.03190117049456634,0.3,-1,-0.052401915023379465,-0.55,-1,-0.01091472231033928,-0.09999999999999998
2010-04-13,0,0.004830530623329824,0.04999999999999999,1,0.03085817110101937,0.3,-1,-0.05308178739057299,-0.55,-1,-0.010922877071235307,-0.09999999999999998
2010-04-14,0,0.004915307676850587,0.04999999999999999,1,0.030931885205595113,0.3,-1,-0.0530758606475282,-0.55,-1,-0.01092910606646083,-0.09999999999999998
2010-04-15,0,0.0049610278131913205,0.04999999999999999,1,0.031265350249006806,0.3,-1,-0.0531150035740665,-0.55,-1,-0.010824008474887606,-0.09999999999999998
2010-04-16,0,0.004968523870490668,0.04999999999999999,1,0.03203820447615718,0.3,-1,-0.05441352629895066,-0.55,-1,-0.010539555454749468,-0.09999999999999998
2010-04-19,0,0.004916616953530229,0.04999999999999999,1,0.03135557100573635,0.3,-1,-0.054639995718632574,-0.55,-1,-0.010693311392237273,-0.09999999999999998
2010-04-20,0,0.004967993259901541,0.04999999999999999,1,0.03201500180133671,0.3,-1,-0.052049812005484176,-0.55,-1,-0.010899605391725745,-0.09999999999999998
2010-04-21,1,0.005070096896446428,0.04999999999999999,1,0.03295900018029086,0.3,-1,-0.051125613628712104,-0.55,-1,-0.010341852986965779,-0.09999999999999998
2010-04-22,0,0.004962743548529895,0.04999999999999999,1,0.03304459426003146,0.3,-1,-0.05150450027861277,-0.55,-1,-0.010290640906297211,-0.09999999999999998
2010-04-23,0,0.004975561847885176,0.04999999999999999,1,0.032798842179828584,0.3,-1,-0.05070905137925144,-0.55,-1,-0.010466976499439007,-0.09999999999999998
2010-04-26,0,0.004915475585523426,0.04999999999999999,1,0.03279483385581249,0.3,-1,-0.05164947976690065,-0.55,-1,-0.010456774734452973,-0.09999999999999998
2010-04-27,0,0.004723982124982395,0.04999999999999999,1,0.031050210115666308,0.3,-1,-0.05454868902342192,-0.55,-1,-0.010111728575252422,-0.09999999999999998
2010-04-28,0,0.004679944109611142,0.04999999999999999,1,0.030144537762302425,0.3,-1,-0.05417396535130849,-0.55,-1,-0.0101482355777608,-0.09999999999999998
2010-04-29,0,0.004653840777824364,0.04999999999999999,1,0.030401281698258908,0.3,-1,-0.05436314679307341,-0.55,-1,-0.010059410869499984,-0.09999999999999998
2010-04-30,0,0.004776178280240638,0.04999999999999999,1,0.030554955563086843,0.3,0,-0.05634968237424591,-0.55,-1,-0.009784028908427642,-0.09999999999999998
2010-05-03,0,0.0046861228856875025,0.04999999999999999,1,0.029736123159666738,0.3,0,-0.056536924895007556,-0.55,-1,-0.010122661824769308,-0.09999999999999998
2010-05-04,0,0.004526854567163248,0.04999999999999999,1,0.029181587601641714,0.3,0,-0.05889991099735177,-0.55,-1,-0.01029791349031819,-0.09999999999999998
2010-05-05,0,0.0044280224241847205,0.04999999999999999,1,0.029173747952981645,0.3,0,-0.05925055585589195,-0.55,-1,-0.010159608165778074,-0.09999999999999998
2010-05-06,0,0.004245759404191734,0.04999999999999999,1,0.027593958003732856,0.3,0,-0.06257561166580122,-0.55,0,-0.009199888500563672,-0.09999999999999998
2010-05-07,0,0.004237745855767253,0.04999999999999999,1,0.02669455836249697,0.3,0,-0.061278690869627554,-0.55,0,-0.009515550160749271,-0.09999999999999998
2010-05-10,0,0.004181132382493126,0.04999999999999999,1,0.027096772997303994,0.3,0,-0.0586355030306071,-0.55,0,-0.010027997630570959,-0.09999999999999998
2010-05-11,0,0.004057534831776659,0.04999999999999999,1,0.02740048770035954,0.3,0,-0.058378380249667426,-0.55,0,-0.009807078889702066,-0.09999999999999998
2010-05-12,0,0.004032894623977168,0.04999999999999999,1,0.02646597604607694,0.3,0,-0.05844980522939084,-0.55,0,-0.009982622503177678,-0.09999999999999998
2010-05-13,0,0.0040177241115057095,0.04999999999999999,1,0.02542154115979797,0.3,0,-0.058283161139525065,-0.55,0,-0.009945778306712682,-0.09999999999999998
2010-05-14,0,0.003942989008310046,0.04999999999999999,0,0.025513591927670835,0.3,0,-0.05872909121123693,-0.55,0,-0.01013015949695181,-0.09999999999999998
2010-05-17,0,0.003973299178186259,0.04999999999999999,0,0.025372315865259492,0.3,0,-0.05811325912088408,-0.55,0,-0.010058515329060328,-0.09999999999999998
2010-05-18,0,0.0038759719020854144,0.04999999999999999,0,0.02448326304735677,0.3,0,-0.061669314404188484,-0.55,0,-0.009619515432162471,-0.09999999999999998
2010-05-19,0,0.004036833796800876,0.04999999999999999,1,0.024782919406999688,0.3,0,-0.06190154997540795,-0.55,0,-0.009540917553165034,-0.09999999999999998
2010-05-20,0,0.00419104127611061,0.04999999999999999,1,0.024654122161915558,0.3,0,-0.06481775607278349,-0.55,0,-0.0087883974034896,-0.09999999999999998
2010-05-21,0,0.00417490275043244,0.04999999999999999,1,0.025188084362252384,0.3,0,-0.06372116427011344,-0.55,0,-0.008813163075797477,-0.09999999999999998
2010-05-24,0,0.004000503986775828,0.04999999999999999,1,0.024548166846897566,0.3,0,-0.06407815567045941,-0.55,0,-0.008884770215152714,-0.09999999999999998
2010-05-25,0,0.00415744779419731,0.04999999999999999,1,0.025457640297500504,0.3,0,-0.06277571081866185,-0.55,0,-0.009142044300122712,-0.09999999999999998
2010-05-26,0,0.0039977686228706965,0.04999999999999999,1,0.02550378987945192,0.3,0,-0.06372378280603935,-0.55,0,-0.008804488060387776,-0.09999999999999998
2010-05-27,0,0.0040919237253756995,0.04999999999999999,1,0.025660427175871265,0.3,0,-0.06210847266283284,-0.55,0,-0.009053945634739888,-0.09999999999999998
2010-05-28,0,0.004014119646947382,0.04999999999999999,1,0.02540651000557635,0.3,0,-0.06070339952507534,-0.55,0,-0.009159190836886388,-0.09999999999999998
2010-05-31,0,0.004090718773142074,0.04999999999999999,1,0.025967720276344364,0.3,0,-0.060223223570917674,-0.55,0,-0.00895199333285698,-0.09999999999999998
2010-06-01,0,0.005919676088803559,0.07,0,0.029179007324010308,0.32,0,-0.06186982319006047,-0.5700000000000001,0,-0.01070534303855264,-0.12
2010-06-02,0,0.006115905465609984,0.07,0,0.029251140852735478,0.32,0,-0.058601628640655344,-0.5700000000000001,0,-0.011433361181468522,-0.12
2010-06-03,0,0.006268141335158583,0.07,0,0.030565840126103618,0.32,0,-0.055373489438229,-0.5700000000000001,0,-0.012720640159591618,-0.12
2010-06-04,0,0.005836443276101658,0.07,0,0.029954329445535888,0.32,0,-0.06029160811399487,-0.5700000000000001,0,-0.012144382899562009,-0.12
2010-06-07,0,0.005754306271196459,0.07,0,0.029571196096119225,0.32,0,-0.06272751269195638,-0.5700000000000001,0,-0.011379149834375154,-0.12
2010-06-08,0,0.0059894567233714216,0.07,1,0.029066592214438247,0.32,0,-0.06151807900967153,-0.5700000000000001,0,-0.011599434021474864,-0.12
2010-06-09,0,0.006004801550969559,0.07,1,0.030189378524088192,0.32,0,-0.06123611805831767,-0.5700000000000001,0,-0.011323877820400405,-0.12
2010-06-10,0,0.006312315041674521,0.07,0,0.032668975532782696,0.32,0,-0.05883421237852793,-0.5700000000000001,0,-0.011449508228447088,-0.12
2010-06-11,0,0.00660267932311838,0.07,0,0.032147105651694215,0.32,0,-0.056746180277879275,-0.5700000000000001,0,-0.0116915381350486,-0.12
2010-06-14,0,0.0067238653444567755,0.07,0,0.03372425059983337,0.32,0,-0.0572469936880419,-0.5700000000000001,0,-0.01165678177823486,-0.12
2010-06-15,0,0.00725720983869226,0.07,0,0.03524293628007204,0.32,0,-0.054731070644760814,-0.5700000000000001,0,-0.011850900801633407,-0.12
2010-06-16,0,0.006876667801613979,0.07,0,0.034119986459800564,0.32,0,-0.05418201143753694,-0.5700000000000001,-1,-0.01196153459331914,-0.12
2010-06-17,0,0.006851466954877112,0.07,0,0.035024176409772685,0.32,0,-0.05054661829180467,-0.5700000000000001,-1,-0.01259053981020021,-0.12
2010-06-18,1,0.006723002437142329,0.07,0,0.03428983973548735,0.32,0,-0.051327554471883446,-0.5700000000000001,-1,-0.012291665423004167,-0.12
2010-06-21,1,0.006953860595573158,0.07,0,0.03431227302903221,0.32,-1,-0.05096636603574903,-0.5700000000000001,-1,-0.012326881253309451,-0.12
2010-06-22,1,0.006890836136122318,0.07,0,0.03463999351287338,0.32,-1,-0.05095007028895901,-0.5700000000000001,-1,-0.012091074365479113,-0.12
2010-06-23,1,0.007258929840022917,0.07,0,0.03567766992075044,0.32,-1,-0.05224959143713091,-0.5700000000000001,-1,-0.01198486558465798,-0.12
2010-06-24,1,0.006989767274476626,0.07,1,0.03441329533145876,0.32,-1,-0.05591114848821943,-0.5700000000000001,-1,-0.011512052416829,-0.12
2010-06-25,1,0.007175682318293619,0.07,1,0.035824723617873123,0.32,-1,-0.05402581838341991,-0.5700000000000001,-1,-0.011258470277735164,-0.12
2010-06-28,1,0.0069894132466557166,0.07,1,0.03560235238063041,0.32,-1,-0.05602910366779647,-0.5700000000000001,-1,-0.011269259494168918,-0.12
2010-06-29,1,0.006928124392742079,0.07,1,0.03448180395353405,0.32,-1,-0.05714458530380578,-0.5700000000000001,-1,-0.011049886162026285,-0.12
2010-06-30,1,0.006993068835937745,0.07,1,0.03392815516771539,0.32,0,-0.06091936946699253,-0.5700000000000001,-1,-0.010587245370460272,-0.12
2010-07-01,1,0.00757390953211937,0.07,1,0.035337388218011384,0.32,-1,-0.1127790936926028,-1.07,-1,-0.01018333069415714,-0.12
2010-07-02,1,0.007960921463806435,0.07,1,0.036503251523793086,0.32,-1,-0.1073684607285958,-1.07,-1,-0.01047055228420651,-0.12
2010-07-05,1,0.00798254207630764,0.07,1,0.03604854953463876,0.32,-1,-0.10879943711506417,-1.07,-1,-0.010532520274477495,-0.12
2010-07-06,1,0.008028261784014463,0.07,1,0.036245414015559196,0.32,-1,-0.10888902751815435,-1.07,-1,-0.01051764575796084,-0.12
2010-07-07,1,0.008013074087546687,0.07,1,0.03588505396085353,0.32,-1,-0.1085078407859806,-1.07,-1,-0.010601653403641302,-0.12
2010-07-08,1,0.007931667299177967,0.07,1,0.03482710846744865,0.32,-1,-0.11086496305907914,-1.07,-1,-0.010883944845648605,-0.12
2010-07-09,1,0.007856783451391132,0.07,1,0.03524998021956965,0.32,-1,-0.10746286012527956,-1.07,-1,-0.010832259290559072,-0.12
2010-07-12,1,0.007620634627790724,0.07,1,0.03386582635061753,0.32,-1,-0.10813620678467677,-1.07,-1,-0.010857417170062464,-0.12
2010-07-13,1,0.007661137793090464,0.07,1,0.03444754745284594,0.32,-1,-0.10883265068442356,-1.07,-1,-0.010966363763180912,-0.12
2010-07-14,1,0.007700977571488755,0.07,1,0.03530171232478852,0.32,-1,-0.10956166630205487,-1.07,-1,-0.01080247360159265,-0.12
2010-07-15,1,0.007864792842865705,0.07,1,0.03580164452093885,0.32,-1,-0.11007445859908392,-1.07,-1,-0.010662096489376511,-0.12
2010-07-16,1,0.0078539317922148,0.07,1,0.03498204672000322,0.32,-1,-0.11773335472757819,-1.07,-1,-0.01043934099414168,-0.12
2010-07-19,1,0.007969567583975861,0.07,1,0.03493073425012383,0.32,-1,-0.11670557527048028,-1.07,-1,-0.010411916389382096,-0.12
2010-07-20,1,0.007965302671946475,0.07,1,0.03492860792107267,0.32,-1,-0.11197387804736199,-1.07,-1,-0.010731678341381638,-0.12
2010-07-21,1,0.007732348095910756,0.07,1,0.03340757591564575,0.32,-1,-0.10988279071716338,-1.07,-1,-0.01081411368401936,-0.12
2010-07-22,1,0.007894399505916475,0.07,1,0.03416770839429503,0.32,-1,-0.10526015703124465,-1.07,-1,-0.011015049210115,-0.12
2010-07-23,1,0.007857835183988398,0.07,1,0.03433369663255656,0.32,-1,-0.10748394674189797,-1.07,-1,-0.011352834275132373,-0.12
2010-07-26,1,0.008094460963370548,0.07,1,0.034445889060550704,0.32,-1,-0.10574872388467202,-1.07,-1,-0.011085646624309073,-0.12
2010-07-27,1,0.008194214601527586,0.07,1,0.035262477080047705,0.32,-1,-0.10147274111192779,-1.07,-1,-0.011672231883525399,-0.12
2010-07-28,1,0.008143797130687913,0.07,1,0.035893420457049505,0.32,-1,-0.09972965252432854,-1.07,-1,-0.011612543481779519,-0.12
2010-07-29,1,0.007885857402811145,0.07,1,0.034742316070913236,0.32,-1,-0.10000567284686282,-1.07,-1,-0.011633640524677849,-0.12
2010-07-30,1,0.007742055620730663,0.07,1,0.034940489459694475,0.32,-1,-0.09733470150820954,-1.07,-1,-0.011457529515275745,-0.12
2010-08-02,1,0.0068337488140230275,0.06,1,0.03524732767984433,0.31,-1,-0.09391014738953926,-1.06,-1,-0.010622915333742522,-0.10999999999999999
2010-08-03,1,0.006787641080139806,0.06,1,0.03544620743723782,0.31,-1,-0.09715486938533056,-1.06,-1,-0.010371904811211844,-0.10999999999999999
2010-08-04,1,0.006777129188006547,0.06,1,0.03528109184591074,0.31,-1,-0.09880408681836439,-1.06,-1,-0.010299520804519907,-0.10999999999999999
2010-08-05,1,0.006626350782360298,0.06,1,0.03514516258946647,0.31,-1,-0.09847731944160365,-1.06,-1,-0.01022853778855718,-0.10999999999999999
2010-08-06,1,0.0067148490046525225,0.06,1,0.03555962935685622,0.31,-1,-0.10101816331685576,-1.06,-1,-0.01000738254516034,-0.10999999999999999
2010-08-09,1,0.006890250535165384,0.06,1,0.03612590852765106,0.31,-1,-0.10364466170922912,-1.06,-1,-0.009816981033195291,-0.10999999999999999
2010-08-10,1,0.006678111650118429,0.06,1,0.03505903757777757,0.31,-1,-0.10490523518423323,-1.06,-1,-0.009955617746267588,-0.10999999999999999
2010-08-11,1,0.006600376101568452,0.06,1,0.034396533264645195,0.31,-1,-0.10538706665710641,-1.06,-1,-0.009944893348754081,-0.10999999999999999
2010-08-12,1,0.005893229481450614,0.06,1,0.032168939528219094,0.31,-1,-0.10905702221152187,-1.06,-1,-0.010197939130760732,-0.10999999999999999
2010-08-13,1,0.005868821039885054,0.06,1,0.03270736196065001,0.31,-1,-0.101528500896185,-1.06,-1,-0.010825914165282691,-0.10999999999999999
2010-08-16,1,0.0057765098322630215,0.06,1,0.033266018676956784,0.31,-1,-0.10187737930235148,-1.06,-1,-0.010775156407247001,-0.10999999999999999
2010-08-17,1,0.0058978617102266396,0.06,1,0.033152160576473216,0.31,-1,-0.10608072419757247,-1.06,-1,-0.010283923740947802,-0.10999999999999999
2010-08-18,1,0.006167448699820788,0.06,1,0.0333631351529112,0.31,-1,-0.10146454782199701,-1.06,-1,-0.010531076339086643,-0.10999999999999999
2010-08-19,1,0.005944642976318878,0.06,1,0.03297077436217586,0.31,-1,-0.10344416726967812,-1.06,-1,-0.0103758130500339,-0.10999999999999999
2010-08-20,1,0.00586316358966971,0.06,1,0.0318517707040724,0.31,-1,-0.10727165299306453,-1.06,-1,-0.010197537756285999,-0.10999999999999999
2010-08-23,1,0.005611578013444505,0.06,1,0.03135631370676158,0.31,-1,-0.1112658360560552,-1.06,-1,-0.01046620585007235,-0.10999999999999999
2010-08-24,1,0.005522116716600442,0.06,1,0.030475917704801018,0.31,-1,-0.11148803540197716,-1.06,-1,-0.010020021628876061,-0.10999999999999999
2010-08-25,1,0.005517632118692362,0.06,1,0.029932171632653697,0.31,-1,-0.11275125376548632,-1.06,-1,-0.009809255313444794,-0.10999999999999999
2010-08-26,1,0.005449137106364115,0.06,1,0.030190396207736534,0.31,-1,-0.113475504642371,-1.06,-1,-0.010254742238639165,-0.10999999999999999
2010-08-27,1,0.005554479475739764,0.06,1,0.030028305615582417,0.31,-1,-0.11466803341113714,-1.06,-1,-0.01021763886341946,-0.10999999999999999
2010-08-30,1,0.005442232585300287,0.06,1,0.02894596093439814,0.31,-1,-0.11401411641915253,-1.06,-1,-0.010596071425721231,-0.10999999999999999
2010-08-31,1,0.005275351139620022,0.06,1,0.028260413771443574,0.31,-1,-0.11681455477868259,-1.06,-1,-0.010534873361883456,-0.10999999999999999
2010-09-01,1,0.0053009739638427734,0.06,1,0.027637855304486928,0.31,-1,-0.11796036372174692,-1.06,-1,-0.010385963364883852,-0.10999999999999999
2010-09-02,1,0.005528764556836996,0.06,1,0.028454849974375026,0.31,-1,-0.11604685239170093,-1.06,-1,-0.010294450704747946,-0.10999999999999999
2010-09-03,1,0.005529258134812136,0.06,1,0.02817020518445827,0.31,-1,-0.11673666375120867,-1.06,-1,-0.01040709703699864,-0.10999999999999999
2010-09-06,1,0.005485863802438485,0.06,1,0.028007352653940866,0.31,-1,-0.10951982701214512,-1.06,-1,-0.010660306894656925,-0.10999999999999999
2010-09-07,1,0.005522445257365444,0.06,1,0.02808639170406452,0.31,-1,-0.10884789309177226,-1.06,-1,-0.010333400882601334,-0.10999999999999999
2010-09-08,1,0.005338165152960941,0.06,1,0.02808810974542029,0.31,-1,-0.11152312312845239,-1.06,-1,-0.010385456196351155,-0.10999999999999999
2010-09-09,1,0.005848186496404009,0.06,1,0.0300685626223139,0.31,-1,-0.10297288824840262,-1.06,-1,-0.010539815417032562,-0.10999999999999999
2010-09-10,1,0.005813297964756712,0.06,1,0.030048590680034064,0.31,-1,-0.10368519723472903,-1.06,-1,-0.010195957970427714,-0.10999999999999999
2010-09-13,1,0.005929293826505871,0.06,1,0.02963218885389767,0.31,-1,-0.10347260006149744,-1.06,-1,-0.010312590818589014,-0.10999999999999999
2010-09-14,1,0.006090713861928833,0.06,1,0.02972006870418559,0.31,-1,-0.10156490934840731,-1.06,-1,-0.010383784345668534,-0.10999999999999999
